ontology_curie	biosample_name	biosample_type	biosample_life_stage	gtex_tissue	available_outputs	track_filters	total_tracks
CL:0002551	fibroblast of dermis	primary_cell	adult		cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|TF ChIP-seq CTCF|hCAGE CL:0002551|total RNA-seq	16
CL:0002552	fibroblast of gingiva	primary_cell	unknown		cage,dnase	DNase-seq|hCAGE CL:0002552	3
CL:0002553	fibroblast of lung	primary_cell	adult		cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H2AFZ|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|TF ChIP-seq CTCF|hCAGE CL:0002553|polyA plus RNA-seq|total RNA-seq	23
CL:0002554	fibroblast of lymphatic vessel	primary_cell			cage	hCAGE CL:0002554	2
CL:0002555	fibroblast of mammary gland	primary_cell	unknown		cage,chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|hCAGE CL:0002555	5
CL:0002556	fibroblast of periodontium	primary_cell			cage	hCAGE CL:0002556	2
CL:0002557	fibroblast of pulmonary artery	primary_cell	unknown		cage,chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|hCAGE CL:0002557	5
CL:0002558	fibroblast of villous mesenchyme	primary_cell	newborn		cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|hCAGE CL:0002558|total RNA-seq	10
CL:0002561	outer root sheath cell	primary_cell			cage	hCAGE CL:0002561	2
CL:0002563	intestinal epithelial cell	primary_cell			cage	hCAGE CL:0002563	2
CL:0002564	nucleus pulposus cell of intervertebral disc	primary_cell			cage	hCAGE CL:0002564	2
CL:0002565	iris pigment epithelial cell	primary_cell	unknown		cage,dnase	DNase-seq|hCAGE CL:0002565	3
CL:0002566	dark melanocyte	primary_cell			cage	hCAGE CL:0002566	2
CL:0002567	light melanocyte	primary_cell			cage	hCAGE CL:0002567	2
CL:0002568	mesenchymal stem cell of Wharton's jelly	primary_cell	newborn		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE CL:0002568|total RNA-seq	7
CL:0002569	mesenchymal stem cell of umbilical cord	primary_cell			cage	hCAGE CL:0002569	2
CL:0002570	mesenchymal stem cell of adipose	primary_cell	adult		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE CL:0002570|total RNA-seq	7
CL:0002571	hepatic mesenchymal stem cell	primary_cell			cage	hCAGE CL:0002571	2
CL:0002572	vertebral mesenchymal stem cell	primary_cell			cage	hCAGE CL:0002572	2
CL:0002573	Schwann cell	primary_cell			cage	hCAGE CL:0002573	2
CL:0002574	stromal cell of pancreas	primary_cell			cage	hCAGE CL:0002574	2
CL:0002575	central nervous system pericyte	primary_cell			cage	hCAGE CL:0002575	2
CL:0002576	perineural cell	primary_cell			cage	hCAGE CL:0002576	2
CL:0002577	placental epithelial cell	primary_cell	newborn		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE CL:0002577|total RNA-seq	7
CL:0002579	omentum preadipocyte	primary_cell			cage	hCAGE CL:0002579	2
CL:0002580	preadipocyte of the breast	primary_cell			cage	hCAGE CL:0002580	2
CL:0002581	perirenal preadipocyte	primary_cell			cage	hCAGE CL:0002581	2
CL:0002582	visceral preadipocyte	primary_cell			cage	hCAGE CL:0002582	2
CL:0002583	subcutaneous preadipocyte	primary_cell	adult		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE CL:0002583|total RNA-seq	7
CL:0002584	renal cortical epithelial cell	primary_cell	adult		cage,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|hCAGE CL:0002584|total RNA-seq	8
CL:0002586	retinal pigment epithelial cell	primary_cell	unknown		cage,chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|hCAGE CL:0002586	5
CL:0002588	smooth muscle cell of the umbilical vein	primary_cell			cage	hCAGE CL:0002588	2
CL:0002589	smooth muscle cell of the brachiocephalic vasculature	primary_cell			cage	hCAGE CL:0002589	2
CL:0002590	smooth muscle cell of the brain vasculature	primary_cell	unknown		cage,dnase	DNase-seq|hCAGE CL:0002590	3
CL:0002591	smooth muscle cell of the pulmonary artery	primary_cell	adult		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE CL:0002591|total RNA-seq	7
CL:0002592	smooth muscle cell of the coronary artery	primary_cell	adult		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE CL:0002592|total RNA-seq	7
CL:0002593	smooth muscle cell of the internal thoracic artery	primary_cell			cage	hCAGE CL:0002593	2
CL:0002594	smooth muscle cell of the umbilical artery	primary_cell	newborn		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE CL:0002594|total RNA-seq	7
CL:0002595	smooth muscle cell of the subclavian artery	primary_cell			cage	hCAGE CL:0002595	2
CL:0002596	smooth muscle cell of the carotid artery	primary_cell			cage	hCAGE CL:0002596	2
CL:0002597	smooth muscle cell of bladder	primary_cell	adult		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE CL:0002597|total RNA-seq	7
CL:0002598	bronchial smooth muscle cell	primary_cell	adult		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE CL:0002598|total RNA-seq	7
CL:0002599	smooth muscle cell of the esophagus	primary_cell			cage	hCAGE CL:0002599	2
CL:0002600	smooth muscle cell of trachea	primary_cell	adult		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE CL:0002600|total RNA-seq	7
CL:0002601	uterine smooth muscle cell	primary_cell	adult		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE CL:0002601|total RNA-seq	7
CL:0002602	annulus pulposus cell	primary_cell			cage	hCAGE CL:0002602	2
CL:0002603	astrocyte of the cerebellum	primary_cell	unknown		cage,chip_histone,dnase	DNase-seq|Histone ChIP-seq H3K4me3|hCAGE CL:0002603	4
CL:0002604	astrocyte of the hippocampus	primary_cell	unknown		dnase	DNase-seq	1
CL:0002605	astrocyte of the cerebral cortex	primary_cell			cage	hCAGE CL:0002605	2
CL:0002606	astrocyte of the spinal cord	primary_cell	unknown		chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF	3
CL:0002615	adipocyte of omentum tissue	primary_cell			cage	hCAGE CL:0002615	2
CL:0002616	perirenal adipocyte cell	primary_cell			cage	hCAGE CL:0002616	2
CL:0002617	adipocyte of breast	primary_cell			cage	hCAGE CL:0002617	2
CL:0002618	endothelial cell of umbilical vein	primary_cell	newborn		cage,chip_histone,chip_tf,dnase,procap,rna_seq,splice_junctions,splice_site_usage	DNase-seq|ENCSR801ECP|Histone ChIP-seq H2AFZ|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|TF ChIP-seq CTCF|TF ChIP-seq FOS|TF ChIP-seq GATA2|TF ChIP-seq JUN|TF ChIP-seq MAX|TF ChIP-seq MYC|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|hCAGE CL:0002618|polyA plus RNA-seq|total RNA-seq	33
CL:0002620	skin fibroblast	primary_cell			cage,contact_maps	4dn:4DNFIMDOXUT8|hCAGE CL:0002620	3
CL:0002621	gingival epithelial cell	primary_cell			cage	hCAGE CL:0002621	2
CL:0002622	prostate stromal cell	primary_cell			cage	hCAGE CL:0002622	2
CL:0002623	acinar cell of salivary gland	primary_cell			cage	hCAGE CL:0002623	2
CL:0002677	naive regulatory T cell	primary_cell			cage	LQhCAGE CL:0002677|hCAGE CL:0002677	4
CL:0010001	stromal cell of bone marrow	primary_cell	unknown		dnase	DNase-seq	1
CL:0010002	epithelial cell of umbilical artery	primary_cell	newborn		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CL:0010003	epithelial cell of alveolus of lung	primary_cell	unknown,embryonic		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CL:0011012	neural crest cell	in_vitro_differentiated_cells	embryonic		chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|TF ChIP-seq CTCF|total RNA-seq	7
CL:0011019	mesothelial cell of epicardium	in_vitro_differentiated_cells	embryonic		chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|TF ChIP-seq CTCF|total RNA-seq	7
CL:0011020	neural progenitor cell	in_vitro_differentiated_cells	embryonic		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H2AFZ|Histone ChIP-seq H3F3A|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|Histone ChIP-seq H4K20me1|TF ChIP-seq CTCF|TF ChIP-seq EZH2|TF ChIP-seq EZH2phosphoT487|total RNA-seq	18
CL:0011021	fibroblast of upper back skin	primary_cell	embryonic		dnase	DNase-seq	1
CL:0011022	fibroblast of skin of back	primary_cell	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
CL:1000280	smooth muscle cell of colon	primary_cell			cage	hCAGE CL:1000280	2
CL:1000413	endothelial cell of artery	primary_cell			cage	hCAGE CL:1000413	2
CL:1000428	stem cell of epidermis	primary_cell			cage	hCAGE CL:1000428	2
CL:1000458	melanocyte of skin	primary_cell	adult		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CL:1000487	smooth muscle cell of prostate	primary_cell			cage	hCAGE CL:1000487	2
CL:1000494	nephron tubule epithelial cell	primary_cell			cage	hCAGE CL:1000494	2
CL:1000507	kidney tubule cell	primary_cell	adult		dnase	DNase-seq	1
CL:1000892	kidney capillary endothelial cell	primary_cell	embryonic		dnase	DNase-seq	1
CL:1001568	pulmonary artery endothelial cell	primary_cell	adult		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|total RNA-seq	6
CL:1001606	foreskin keratinocyte	primary_cell	newborn		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|polyA plus RNA-seq|total RNA-seq	20
CL:1001608	foreskin fibroblast	primary_cell	newborn		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|polyA plus RNA-seq	13
CL:2000000	epidermal melanocyte	primary_cell	unknown		dnase	DNase-seq	1
CL:2000001	peripheral blood mononuclear cell	primary_cell	adult		chip_histone,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3|polyA plus RNA-seq	12
CL:2000007	articular chondrocyte of knee joint	primary_cell	adult		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CL:2000010	dermis blood vessel endothelial cell	primary_cell	child		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|total RNA-seq	6
CL:2000011	dermis lymphatic vessel endothelial cell	primary_cell	child,adult		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CL:2000013	fibroblast of skin of abdomen	primary_cell	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
CL:2000016	lung microvascular endothelial cell	primary_cell	adult		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|total RNA-seq	6
CL:2000017	fibroblast of peridontal ligament	primary_cell	unknown		dnase	DNase-seq	1
CL:2000018	endothelial cell of coronary artery	primary_cell	adult		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CL:2000040	bladder microvascular endothelial cell	primary_cell	adult		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CL:2000041	dermis microvascular lymphatic vessel endothelial cell	primary_cell	adult		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|total RNA-seq	6
CL:2000043	brain pericyte	primary_cell	unknown		dnase	DNase-seq	1
CL:2000044	brain microvascular endothelial cell	primary_cell	unknown		chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF	5
CL:2000045	foreskin melanocyte	primary_cell	newborn		chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3|polyA plus RNA-seq	13
CL:2000066	cardiac ventricle fibroblast	primary_cell	adult,unknown		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CL:2000067	cardiac atrium fibroblast	primary_cell	child		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CL:2000068	pericardium fibroblast	primary_cell	embryonic,unknown		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CL:2000071	mammary microvascular endothelial cell	primary_cell	adult		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CL:2000078	placental pericyte	primary_cell	newborn		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CL:2000092	hair follicular keratinocyte	primary_cell	adult		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CL:2000093	bronchus fibroblast of lung	primary_cell	unknown		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CL:2000094	nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa	primary_cell	adult		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
CLO:0003771	HK-2	cell_line	unknown		dnase	DNase-seq	1
CLO:0007045	Jurkat, Clone E6-1	cell_line	child		chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K4me3|polyA plus RNA-seq	6
CLO:0011092	AG20443	cell_line	adult		dnase	DNase-seq	1
CLO:0013950	GM21619	cell_line	adult		atac	ATAC-seq	1
CLO:0014043	GM21717	cell_line	adult		atac	ATAC-seq	1
CLO:0014078	GM21529	cell_line	adult		atac	ATAC-seq	1
CLO:0014080	GM21528	cell_line	adult		atac	ATAC-seq	1
CLO:0014083	GM21526	cell_line	adult		atac	ATAC-seq	1
CLO:0014097	GM21576	cell_line	adult		atac	ATAC-seq	1
CLO:0014163	GM21447	cell_line	adult		atac	ATAC-seq	1
CLO:0014886	GM21723	cell_line	adult		atac	ATAC-seq	1
CLO:0014941	GM21825	cell_line	adult		atac	ATAC-seq	1
CLO:0015884	GM21390	cell_line	adult		atac	ATAC-seq	1
CLO:0015895	GM21381	cell_line	adult		atac	ATAC-seq	1
CLO:0015900	GM21367	cell_line	adult		atac	ATAC-seq	1
CLO:0015908	GM21360	cell_line	adult		atac	ATAC-seq	1
CLO:0015947	GM21423	cell_line	adult		atac	ATAC-seq	1
CLO:0016536	GM03348	cell_line	child		dnase	DNase-seq	1
CLO:0018812	GM04504	cell_line	adult		dnase	DNase-seq	1
CLO:0018813	GM04503	cell_line	adult		dnase	DNase-seq	1
CLO:0021511	AG10803	cell_line	adult		chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF	3
CLO:0021752	AG09309	cell_line	adult		chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF	3
CLO:0021754	AG09319	cell_line	adult		chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF	3
CLO:0024877	GM18511	cell_line	adult		atac	ATAC-seq	1
CLO:0024886	GM18519	cell_line	adult		atac	ATAC-seq	1
CLO:0024890	GM18517	cell_line	adult		atac	ATAC-seq	1
CLO:0024898	GM18520	cell_line	adult		atac	ATAC-seq	1
CLO:0024919	GM18508	cell_line	adult		atac	ATAC-seq	1
CLO:0024933	GM18499	cell_line	adult		atac	ATAC-seq	1
CLO:0024937	GM18498	cell_line	adult		atac	ATAC-seq	1
CLO:0025816	GM19035	cell_line	adult		atac	ATAC-seq	1
CLO:0026238	GM18907	cell_line	adult		atac	ATAC-seq	1
CLO:0026245	GM18873	cell_line	adult		atac	ATAC-seq	1
CLO:0026249	GM18870	cell_line	adult		atac	ATAC-seq	1
CLO:0026250	GM18867	cell_line	adult		atac	ATAC-seq	1
CLO:0026253	GM18868	cell_line	adult		atac	ATAC-seq	1
CLO:0026256	GM18861	cell_line	adult		atac	ATAC-seq	1
CLO:0026258	GM18858	cell_line	adult		atac	ATAC-seq	1
CLO:0026782	GM19397	cell_line	adult		atac	ATAC-seq	1
CLO:0026790	GM19395	cell_line	adult		atac	ATAC-seq	1
CLO:0026824	GM19438	cell_line	adult		atac	ATAC-seq	1
CLO:0026846	GM19452	cell_line	adult		atac	ATAC-seq	1
CLO:0026863	GM19455	cell_line	adult		atac	ATAC-seq	1
CLO:0026874	GM19463	cell_line	adult		atac	ATAC-seq	1
CLO:0026877	GM19467	cell_line	adult		atac	ATAC-seq	1
CLO:0027429	GM19372	cell_line	adult		atac	ATAC-seq	1
CLO:0027432	GM19351	cell_line	adult		atac	ATAC-seq	1
CLO:0027443	GM19324	cell_line	adult		atac	ATAC-seq	1
CLO:0027445	GM19328	cell_line	adult		atac	ATAC-seq	1
CLO:0033902	AG08396	cell_line	adult		dnase	DNase-seq	1
CLO:0033911	AG08395	cell_line	adult		dnase	DNase-seq	1
CLO:0034837	AG04449	cell_line	embryonic		chip_histone,chip_tf,dnase	DNase-seq|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF	3
EFO:0000572	lymphoblast	tissue	adult	Cells_EBV-transformed_lymphocytes	rna_seq,splice_junctions,splice_site_usage	gtex Cells_EBV-transformed_lymphocytes polyA plus RNA-seq	4
EFO:0000681	RCC	cell_line	adult		dnase	DNase-seq	1
EFO:0001086	A549	cell_line	adult		atac,cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|TF ChIP-seq BCL3|TF ChIP-seq CEBPB|TF ChIP-seq CTCF|TF ChIP-seq E2F6|TF ChIP-seq EP300|TF ChIP-seq FOSL2|TF ChIP-seq FOSL2 genetically modified (insertion) using CRISPR targeting H. sapiens FOSL2|TF ChIP-seq FOXF2 genetically modified (insertion) using CRISPR targeting H. sapiens FOXF2|TF ChIP-seq GATA3|TF ChIP-seq HOXB5 genetically modified (insertion) using CRISPR targeting H. sapiens HOXB5|TF ChIP-seq JUN|TF ChIP-seq JUNB|TF ChIP-seq MAFK|TF ChIP-seq MAX|TF ChIP-seq MYC|TF ChIP-seq NFE2L2|TF ChIP-seq NR3C1|TF ChIP-seq NR5A2 genetically modified (insertion) using CRISPR targeting H. sapiens NR5A2|TF ChIP-seq PBX1 genetically modified (insertion) using CRISPR targeting H. sapiens PBX1|TF ChIP-seq PBX3|TF ChIP-seq PHF8|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS2|TF ChIP-seq PRDM1 genetically modified (insertion) using CRISPR targeting H. sapiens PRDM1|TF ChIP-seq RAD21|TF ChIP-seq REST|TF ChIP-seq RFX5|TF ChIP-seq SIN3A|TF ChIP-seq SMC3|TF ChIP-seq TEAD4|TF ChIP-seq USF2|TF ChIP-seq ZFP36|TF ChIP-seq ZNF624 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF624|hCAGE EFO:0001086|polyA plus RNA-seq	46
EFO:0001099	Caco-2	cell_line	adult		cage,chip_histone,chip_tf,dnase,procap,rna_seq,splice_junctions,splice_site_usage	DNase-seq|ENCSR182QNJ|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|hCAGE EFO:0001099|total RNA-seq	13
EFO:0001159	GM12872	cell_line	unknown		chip_tf	TF ChIP-seq CTCF	1
EFO:0001160	GM12873	cell_line	unknown		chip_tf	TF ChIP-seq CTCF	1
EFO:0001161	GM12874	cell_line	unknown		chip_tf	TF ChIP-seq CTCF	1
EFO:0001162	GM12875	cell_line	unknown		chip_histone,chip_tf	Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF	2
